fdf,fdfdf
- Dinner meal was chicken in mushroom sauce with Gnocchi 70% and Braised Brief with mashed potato was 30%.- Beef was finished and around 40 Customers was not able to get their meal choice.- Few Customers were upset and not happy for not getting their prof,Catering-Food
"- Dinner service Lamb choice / AVML vegetarian loaded as part of the meal service:It was observed that the percentage of lamb given on the flight was not enough, around 20 customers wanted to have the lamb however they were offered the chicken or the vege",Catering-Food
- Dissatisfaction- * Customer after service approach front galley and stated she is very unhappy with the meal.* Customer stated meal is tasteless and cauliflower is horrible.* Customer stated she travels once a year with EK and food is getting worse and ,Catering-Food
- Dr Blandford takes this trip to Mauritius with her mother (1F) every year and exactly 1year and 6 days was the last one and she commented and showed me a picture from her last trip and the menu was exactly the same except for the Canapes.- She simply st,Catering-Food
- Dr Mcgurk said she only received her VLML on 01/04 sectors- VLML is noted on profile but not loaded on board,Catering-Food
- Dr.Paul ordered tortellini with mushrooms.- while the crew was clearing his table I noticed that he didn't eat much of it .- I asked Dr.Paul for feedback and he said that every thing was okay but the pasta was too creamy for him.,Catering-Food-Quality
"- Due to defect cart (9548), there were approximately 5 meal trays which were not presentable to be served to customers.- As the size of the cart was wider than the meal trays, meal trays were falling down making all desserts and appetizers messed up.",Catering-Food
"- Due to overbooked flight, not enough trays were loaded when crew boarded the aircraft.- It took more than 25 min to uplift one meal tray.- Catering staff arrived at the aircraft 14h46 LT 4 minutes before departure.",Catering-Food
Due to overbooking upgrade to FC and late catering uplift - Only 5 caviars were loaded for load of 11 customers - 2 upgraded customers ordered caviar at the beginning of the flight - Crew instructed to save the remaining 3 to the original FC customers (,Catering-Food
Due to percentage loading in F/C only 1 of each Light Bite options was loaded- 3 Customers requested the same meal option (burger) however this was not available to all and as such 2 customers did not receive their preferred choice,Catering-Food
"During catering checks on ground, the catering staff stated to The crew member Haleema bibi 412383 that they got message to stop  loading the soup , The crew member discussed with the agent that the soup is mentioned in the menu, still the catering staf",Catering-Food
During dinner service lamb choice became unavailable.- Service was short of approximately 20 lamb choices.,Catering-Food
"During Hot Breakfast service we run out of cold plate for around 15 Cold Plates. - Customer load: 42, cold plates: 4.",Catering-Food-Choice Unavailable
"During Hot Breakfast service we run out of cold plate for around 15 customers. - Customer load: 42, cold plates: 4.",Catering-Food-Choice Unavailable
"During Light bite service, the following numbers have been used:1- only 5 hot meals were requested by customers. Total  number of meals loaded was 38 meals.2- only 5 sandwiches requested, total number was 383- Only 10 Scones requested, total number was ",Catering-Food-Feedback
During Lunch service Mrs. Dejnek stated that her bread on the tray and muffin from Express Breakfast is expired. - Bread: production 15-01-2018; used by: 17-01-18.- GFML muffin: use by 17-01-18.- Contact details: ddejnek@me.com.,Catering-Food
During lunch service the chicken choice became unavailable.- Service was short of approximately 10 chicken choices.,Catering-Food
During lunch service there was a shortage of the Lamb option.- Service was short of approximately 10 lamb choices.,Catering-Food
During lunch/dinner service we ran out of the chicken option- Approximately 30 customers were affected- 2 customers complained,Catering-Food
"During second round of the ""bread basket"" brown bread was unavailable due to shortage.",Catering-Food
VGML required for return sectors ,Catering-Food
Please change the VGML to VLML for the return sector.,Catering-Food
Please change the VGML to VLML for the return sector.,Catering-Food
Mr. Supayah had a waitlisted VGML that was not loaded.,Catering-Food
Mr Caccia stated he had phoned Emirates to request he be given a meal with NO TOMATO as he is allergic.Passenger contact number +39 39301 41127,Catering-Food-SPML Incorrect
"KIS tablet and PIL showed that customers ordered 1 FPML, 1 VJML and 1 VGML, but instead 2 AVML and 1 RVML were loaded;- The menu from the carting staff had information about 2 AVML and1 RVML as well.",Catering-Food
"Menu for DXB-MLE stated under condiments that choice of yoghurt / Raita was available.* Catering staff said that they have been told that the same has been discontinued and the menus need to be changed.* Our December onboard update states that yogurt/Raita will be available for certain Indian subcontinent sectors, however it had to be served on request  from 1st December 2017.",Catering-Food
Please provide an AVML on his onwards flights,Catering-Food
Please provide an AVML on his onwards flights.,Catering-Food
 Customer would like to cancel his order of GFML as he claims its mistake.,Catering-Food
 CC,Catering-Food-SPML Request/cancel
catering supervisor indicated that they loaded a juice cart instead of the crew cart- supervisor indicated that he is working on the error,Catering-Food
Customer not happy with the food quality Customer had the afternoon tea sandwiches- customer indicated that she didn't like the sandwiches and mentioned they were dry,Catering-Food
Customer requested for  VGML for her onward journeys. Customer stated that she would like to have VGML vegan meal on her profile and on her following journeys on emirates from now on.,Catering-Food
Customers feedback on the meal Some customers were very happy with the chicken option they said that it tasted good.,Catering-Food
Customers feedback - During service customers informed me that they were happy with the quality of the chicken option.,Catering-Food
Food Feedback  Ms Han complaint of the mushroom soup to be salty. She did not like the look of the Arabic Mezze. She ordered the Hong kong style Prawn Curry and still was asking the crew for Prawns.* She ordered the chocolate Truffle cake for dessert.,Catering-Food
"Food quality and presentation feedback- The Tomatoe and Aubergine Ravioli looked very clumpy even before it was heated. - Once heated for 25 minutes, it was stuck together and looked very over cooked.- Customers did not appreciate the taste or the texture.",Catering-Food
Foreign object- During service customer informed me that there was a streak of hair inside the beef option meal.- Customer seemed to be upset.- Customer told me that things like this should not happen.,Catering-Food
GFML Request Customer Miss Macinnes would like to receive GFML on his onward journey,Catering-Food
GFML Request Customer Mrs Vithlani would like to receive AVML on her onward journey,Catering-Food
